"Lima", 1046.89, 170
"Frutilla", 290.81, 339
"Batata", 18.98, 1020
"Brocoli", 361.04, 424
"Lima", 1231.83, 190
"Lechuga", 44.19, 1035
"Uva", 684.76, 345
"Berenjena", 52.99, 660
"Cebolla", 77.74, 768
"Berenjena", 47.97, 720
"Choclo", 62.68, 318
"Kinoto", 25.99, 222
"Mandarina", 21.95, 1160
"Lima", 1190.94, 238
"Caqui", 810.42, 107
"Calabaza", 15.99, 728
"Lechuga", 35.16, 765
"Melon", 113.10, 440
"Manzana", 123.71, 850
"Pera", 156.53, 1140
"Calabaza", 12.83, 920
"Kinoto", 39.61, 236
"TomCherry", 580.79, 176
"Mandarina", 9.97, 1070
"Caqui", 862.41, 119
"Lima", 1260.66, 178
"Choclo", 62.69, 306
"Frutilla", 314.96, 330
"Limon", 341.22, 602
"Repollo", 5.86, 707
"Tomate", 709.34, 864
"Naranja", 9.51, 1110
"Naranja", 17.48, 1090
"Kinoto", 31.06, 198
"Pomelo", 31.60, 918
"Palta", 1093.34, 388
"Mandarina", 21.94, 1090
"Tomate", 719.51, 837
"Limon", 314.39, 616
"Uva", 704.26, 294
"Lechuga", 40.10, 1008
"Champignon", 3461.38, 100
"Kinoto", 38.78, 176
"Kinoto", 37.71, 178
"Palta", 510.71, 470
"Apio", 64.14, 318
"Calabaza", 16.76, 848
"Esparrago", 662.93, 200
"Ajo", 943.90, 93
"Coliflor", 33.35, 430
"Brocoli", 360.26, 324
"Berenjena", 63.00, 480
"Mandarina", 27.25, 1190
"Lima", 1220.53, 164
"Manzana", 133.50, 1060
"Lima", 1227.60, 212
"Rabanito", 242.55, 270
"Calabaza", 22.39, 816
"Choclo", 55.60, 339
"Pera", 168.17, 1070
"Lechuga", 43.36, 765
"Cebolla", 56.36, 936
"Banana", 50.71, 1120
"Ajo", 913.31, 97
"Champignon", 3567.07, 108
"TomCherry", 566.20, 204
"Ajo", 931.27, 112
"Coliflor", 22.73, 465
"Durazno", 186.36, 736
"Zuccini", 89.27, 714
"Frutilla", 295.77, 291
"Lima", 1253.75, 226
"Berenjena", 52.36, 534
"Pepino", 38.02, 540
"Acelga", 23.87, 855
"Repollo", 7.15, 637
"Acelga", 13.93, 855
"Acelga", 23.41, 729
"Banana", 72.30, 1180
"Kiwi", 437.63, 372
"Durazno", 146.19, 760
"Batata", 30.29, 1150
"Frutilla", 310.53, 348
"Zuccini", 73.77, 630
"Kiwi", 464.75, 352
"Pomelo", 45.82, 882
"Pomelo", 43.31, 810
"Caqui", 809.61, 80
"Berenjena", 48.89, 486
"Lechuga", 42.66, 1062
"Champignon", 3609.50, 96
"Durazno", 246.37, 656
"Manzana", 143.11, 820
"Durazno", 150.87, 784
"Limon", 311.09, 749
"Pomelo", 26.75, 1053
"Pomelo", 44.68, 963
"Naranja", 16.25, 1020
"Champignon", 3525.20, 81
"Naranja", 20.10, 830
"Durazno", 163.12, 672
"Naranja", 19.34, 1100
"Zanahoria", 28.34, 660
"Zuccini", 93.80, 672
"Frutilla", 289.42, 309
"Pepino", 36.87, 515
"Repollo", 9.97, 700
"Papa", 13.52, 850
"Batata", 15.13, 1130
"Lima", 1051.02, 186
"Rabanito", 238.04, 273
"Ciruela", 954.15, 900
"Higo", 2565.96, 86
"Lima", 1026.56, 164
"Pera", 149.00, 1160
"Uva", 718.03, 300
"Caqui", 857.96, 85
"Pepino", 43.25, 520
"Apio", 52.66, 285
"Coliflor", 22.60, 595
"Frambuesa", 2053.46, 120
"Choclo", 52.05, 360
"Naranja", 14.15, 800
"Batata", 31.37, 960
"Durazno", 289.37, 640
"Lima", 1086.04, 224
"Alcachofa", 127.25, 324
"Sandia", 63.94, 900
"Papa", 8.86, 1180
"Rabanito", 231.28, 318
"Manzana", 129.88, 1040
"Batata", 17.79, 970
"Brocoli", 346.83, 344
"Zanahoria", 38.13, 570
"Higo", 2507.34, 83
"Mandarina", 11.14, 1070
"Palta", 499.80, 485
"Alcachofa", 144.55, 327
"TomCherry", 563.99, 200
"Pomelo", 44.87, 1026
"Palta", 509.24, 500
"Palta", 1115.99, 456
"Brocoli", 359.19, 392
"Brocoli", 390.47, 424
"Lima", 1337.36, 168
"Sandia", 64.20, 1071
"Caqui", 815.75, 81
"Acelga", 22.01, 810
"Berenjena", 46.56, 708
"Ciruela", 993.17, 783
"Cereza", 1019.00, 188
"Sandia", 71.78, 1026
"Pomelo", 39.26, 837
"Brocoli", 339.22, 384
"Lima", 1273.76, 186
"Coliflor", 28.95, 580
"Brocoli", 357.51, 332
"Mandarina", 18.41, 1060
"Choclo", 67.22, 342
"Esparrago", 680.10, 178
"Manzana", 138.47, 1140
"Alcachofa", 155.52, 360
"Alcachofa", 129.16, 264
"Lima", 1249.39, 182
"TomCherry", 566.12, 172
"Mandarina", 19.33, 1110
"Esparrago", 577.72, 200
"Banana", 75.70, 1110
"Mandarina", 12.20, 830
"Esparrago", 619.78, 164
"Frambuesa", 2128.25, 113
"Champignon", 3584.69, 91
"Lechuga", 29.62, 738
"Coliflor", 23.12, 490
"Papa", 25.43, 1180
"Tomate", 759.88, 891
"Apio", 59.36, 333
"Papa", 19.64, 1180
"Berenjena", 44.41, 714
"Palta", 1134.81, 376
"Mandarina", 21.82, 1110
"Acelga", 20.93, 1044
"Brocoli", 367.52, 424
"Brocoli", 325.26, 384
"Lima", 1370.51, 220
"Esparrago", 622.76, 216
"Champignon", 3599.67, 110
"Limon", 314.01, 805
"Mandarina", 25.52, 870
"Zuccini", 94.21, 690
"Sandia", 58.95, 918
"Kiwi", 425.95, 416
"Repollo", 6.28, 742
"Apio", 51.22, 312
"Kiwi", 419.05, 464
"Sandia", 58.52, 882
"Pepino", 54.23, 440
"Cebolla", 58.43, 776
"Durazno", 189.28, 880
"Mandarina", 16.20, 870
"Tomate", 756.88, 783
"Zanahoria", 43.51, 654
"Lima", 1350.53, 194
"Coliflor", 26.23, 550
"Frutilla", 267.62, 261
"Sandia", 72.75, 954
"Brocoli", 326.24, 412
"Palta", 503.66, 595
"Tomate", 757.79, 864
"Manzana", 127.61, 1160
"Mandarina", 15.33, 1170
"Frutilla", 289.13, 309
"Calabaza", 19.01, 736
"Banana", 61.20, 1150
"Banana", 72.95, 1170
"Tomate", 777.32, 945
"Uva", 666.52, 336
"Zuccini", 93.04, 576
"Banana", 76.48, 1170
"Zanahoria", 40.44, 696
"Limon", 315.16, 812
"Pepino", 32.69, 405
"Ciruela", 940.05, 720
"Champignon", 3548.40, 85
"Uva", 684.93, 294
"Durazno", 146.05, 864
"Cereza", 1083.16, 202
"Esparrago", 630.99, 218
"Kiwi", 434.40, 412
"Caqui", 828.92, 81
"Lima", 1266.05, 198
"Batata", 20.89, 950
"Calabaza", 12.91, 880
"Kinoto", 39.79, 160
"Calabaza", 24.73, 896
"Durazno", 137.30, 672
"Alcachofa", 130.64, 240
"Kiwi", 435.16, 364
"Pera", 134.90, 970
"Berenjena", 54.61, 510
"Ciruela", 950.22, 927
"Kiwi", 406.79, 428
"Lima", 1212.52, 190
"Frambuesa", 2028.61, 111
"Sandia", 53.15, 1053
"Tomate", 764.97, 972
"Apio", 67.72, 360
"Mandarina", 8.31, 910
"Champignon", 3562.45, 104
"Pera", 138.84, 900
"Kinoto", 42.71, 208
"TomCherry", 541.27, 200
"Morron", 2815.56, 510
"Frutilla", 285.41, 312
"Mandarina", 17.56, 1160
"Naranja", 7.04, 1180
"Cereza", 1062.96, 220
"Kiwi", 424.79, 352
"Berenjena", 64.00, 510
"Esparrago", 605.13, 200
"Lima", 996.10, 230
"Choclo", 52.39, 291
"Zuccini", 80.19, 678
"Frambuesa", 2005.33, 96
"Esparrago", 616.83, 214
"Pepino", 41.33, 500
"Batata", 20.45, 940
"Pera", 124.15, 1060
"Morron", 3029.11, 654
"Kiwi", 461.91, 436
"Lima", 1008.41, 216
"Rabanito", 212.54, 315
"Esparrago", 643.49, 230
"Morron", 2968.54, 714
"Durazno", 175.66, 656
"Ciruela", 980.46, 1071
"Brocoli", 378.86, 432
"Mandarina", 18.26, 820
"Lima", 1003.47, 180
"Esparrago", 607.88, 206
"Manzana", 150.92, 930
"Lima", 1110.05, 182
"Durazno", 180.92, 720
"Durazno", 249.78, 736
"Cebolla", 70.33, 736
"Manzana", 132.71, 1080
"Brocoli", 332.30, 412
"Higo", 2418.56, 108
"Cereza", 1075.18, 170
"Pera", 160.33, 1180
"Durazno", 276.67, 912
"Kinoto", 27.03, 226
"Papa", 15.98, 800
"Limon", 314.59, 784
"Caqui", 830.77, 83
"Calabaza", 17.11, 872
"Palta", 1127.13, 428
"Berenjena", 48.70, 528
"Kinoto", 32.17, 202
"Lima", 1242.54, 188
"Pera", 144.01, 910
"Naranja", 10.11, 1030
"Cebolla", 74.09, 888
"Tomate", 725.38, 873
"Lima", 1225.04, 182
"Palta", 1118.60, 468
"Esparrago", 642.74, 226
"Lima", 1388.65, 214
"Frambuesa", 2073.17, 96
"Pera", 154.44, 820
"Berenjena", 52.24, 618
"Berenjena", 58.77, 702
"Frutilla", 305.54, 279
"Alcachofa", 117.27, 288
"Alcachofa", 151.04, 306
"Caqui", 816.10, 109
"Papa", 22.33, 1110
"Calabaza", 13.68, 888
"Pera", 165.61, 810
"Naranja", 13.19, 1130
"Naranja", 14.78, 1120
"Durazno", 170.21, 824
"Papa", 14.58, 910
"Palta", 1099.14, 352
"Higo", 2430.95, 80
"Kiwi", 449.71, 476
"Frutilla", 289.75, 255
"Durazno", 142.84, 640
"Durazno", 265.86, 944
"Lima", 1204.42, 210
"Papa", 9.10, 970
"Melon", 105.88, 420
"Cereza", 1009.73, 240
"Repollo", 4.53, 595
"Morron", 2996.93, 486
"Sandia", 68.99, 963
"Limon", 342.57, 840
"Kiwi", 443.44, 432
"Champignon", 3558.56, 98
"Palta", 475.66, 455
"Frutilla", 291.05, 294
"Melon", 106.00, 388
"Esparrago", 623.57, 228
"Higo", 2453.68, 89
"Acelga", 24.37, 1008
"Rabanito", 199.20, 264
"Calabaza", 14.67, 720
"Kiwi", 396.65, 384
"Caqui", 813.50, 119
"Lima", 1318.50, 182
"Melon", 94.20, 360
"Kinoto", 41.77, 166
"Durazno", 127.58, 768
"Cebolla", 60.75, 952
"Uva", 748.30, 333
"Ciruela", 986.62, 873
"Kiwi", 434.36, 368
"Lima", 1279.74, 240
"Ciruela", 941.46, 828
"Kiwi", 482.04, 464
"Palta", 496.23, 560
"Rabanito", 230.01, 240
"Zuccini", 78.15, 504
"Cebolla", 70.05, 696
"Tomate", 752.18, 864
"Ajo", 924.34, 91
"Uva", 646.28, 270
"Tomate", 742.71, 720
"Alcachofa", 155.63, 321
"Apio", 61.15, 291
"Rabanito", 246.96, 288
"Alcachofa", 149.11, 270
"Naranja", 21.14, 980
"Pepino", 38.52, 600
"Kiwi", 444.56, 320
"Repollo", 2.25, 644
"Calabaza", 17.25, 856
"Durazno", 180.15, 920
"Uva", 696.07, 291
"Cebolla", 66.13, 928
"Naranja", 8.02, 1140
"Rabanito", 216.11, 312
"Mandarina", 29.60, 1170
"Limon", 321.21, 728
"Durazno", 270.70, 792
"Pomelo", 44.00, 792
"Cebolla", 59.86, 720
"Coliflor", 18.06, 515
"Kinoto", 27.76, 172
"Morron", 2961.88, 594
"Kiwi", 427.98, 356
"Palta", 508.94, 430
"Champignon", 3608.79, 119
"Zanahoria", 28.23, 516
"Choclo", 52.90, 336
"Alcachofa", 158.13, 270
"Palta", 1168.75, 396
"Lima", 1198.17, 168
"Cereza", 1022.37, 192
"Champignon", 3708.45, 118
"Pera", 142.83, 1030
"Pera", 148.11, 1030
"Durazno", 145.17, 816
"Lima", 1457.15, 202
"Brocoli", 371.39, 476
"Manzana", 135.89, 1160
"Durazno", 248.25, 728
"Frambuesa", 2100.41, 91
"Durazno", 134.04, 880
"Palta", 509.98, 470
"Batata", 24.62, 1040
"Kinoto", 36.73, 202
"Papa", 17.46, 850
"Alcachofa", 121.13, 330
"Batata", 23.76, 1090
"Naranja", 10.07, 1100
"Choclo", 64.00, 294
"Choclo", 59.39, 249
"Kiwi", 409.90, 460
"Ciruela", 951.00, 837
"Durazno", 181.93, 760
"Lima", 1412.72, 228
"Ajo", 910.40, 95
"Calabaza", 26.17, 752
"Repollo", 3.13, 763
"Lima", 1240.50, 172
"Lima", 1220.29, 170
"Banana", 60.06, 1160
"Durazno", 134.36, 656
"Lima", 1380.55, 234
"Lima", 1035.94, 230
"Mandarina", 23.04, 880
"Coliflor", 30.37, 475
"Lima", 1413.09, 192
"Pera", 152.73, 1130
"Coliflor", 39.80, 440
"Durazno", 124.88, 896
"Mandarina", 25.06, 1170
"Repollo", 7.12, 714
"Esparrago", 643.56, 164
"Kiwi", 436.01, 412
"Cereza", 1047.12, 224
"Zanahoria", 36.74, 576
"Palta", 499.70, 565
"Papa", 15.14, 820
"Calabaza", 14.95, 840
"Papa", 12.01, 920
"Sandia", 58.66, 927
"Durazno", 148.46, 752
"Batata", 22.31, 840
"Batata", 18.71, 820
"Papa", 16.11, 1110
"Papa", 17.35, 920
"Calabaza", 23.80, 744
"Palta", 518.90, 500
"Manzana", 141.23, 1000
"Esparrago", 612.86, 222
"Palta", 1155.72, 468
"Zanahoria", 41.38, 492
"Zanahoria", 35.69, 618
"Choclo", 47.26, 273
"Zanahoria", 28.19, 480
"Mandarina", 17.03, 1170
"Acelga", 15.06, 864
"Kinoto", 40.70, 180
"Ciruela", 964.73, 864
"Palta", 507.51, 545
"Morron", 2996.86, 522
"Naranja", 20.48, 820
"Frutilla", 314.28, 339
"Lechuga", 24.02, 810
"Zanahoria", 28.32, 642
"Pepino", 38.79, 490
"Naranja", 14.71, 1010
"Papa", 15.49, 1170
"Mandarina", 15.46, 830
"Durazno", 153.02, 920
"Zuccini", 69.85, 516
"Repollo", 2.36, 581
"Batata", 22.08, 1040
"Pepino", 29.91, 535
"Durazno", 265.25, 896
"Pomelo", 40.70, 837
"Berenjena", 35.84, 708
"Morron", 2881.12, 642
"Coliflor", 40.57, 470
"Alcachofa", 145.48, 297
"Champignon", 3695.92, 117
"Palta", 1176.06, 464
"Manzana", 135.33, 930
"Banana", 44.13, 1190
"Calabaza", 25.50, 704
"Palta", 1188.92, 348
"Choclo", 62.93, 315
"Naranja", 15.68, 1140
"Kiwi", 412.30, 472
"Coliflor", 29.02, 405
"Repollo", 1.30, 679
"Melon", 95.51, 332
"Tomate", 769.60, 900
"Rabanito", 218.98, 300
"Zanahoria", 37.39, 540
"Ciruela", 932.94, 774
"Brocoli", 372.60, 476
"Mandarina", 21.17, 900
"Banana", 65.49, 890
"Uva", 702.18, 312
"Tomate", 725.15, 972
"Apio", 54.98, 318
"Lima", 1396.73, 210
"Brocoli", 333.52, 464
"Calabaza", 16.89, 920
"Naranja", 2.76, 1200
"Pera", 137.20, 1160
"Pera", 134.78, 800
"Sandia", 66.50, 873
"Uva", 705.78, 249
"TomCherry", 577.09, 200
"Uva", 739.39, 345
"Durazno", 152.94, 920
"Durazno", 260.55, 840
"Uva", 770.54, 273
"Banana", 54.93, 1160
"Esparrago", 583.57, 198
"Champignon", 3626.03, 105
"Higo", 2419.97, 91
"Alcachofa", 135.52, 360
"Naranja", 24.73, 880
"Cebolla", 67.84, 904
"Cereza", 1083.87, 234
"Lima", 1281.81, 230
"Morron", 2854.65, 552
"Kiwi", 424.87, 480
"Mandarina", 27.38, 990
"Brocoli", 356.11, 476
"Berenjena", 62.29, 618
"Pepino", 44.51, 600
"Berenjena", 63.49, 534
"Mandarina", 26.09, 930
"Melon", 117.69, 400
"Rabanito", 231.99, 246
"Repollo", 5.31, 588
"Tomate", 766.38, 738
"Coliflor", 35.93, 510
"Sandia", 67.03, 1071
"Calabaza", 18.59, 728
"Cebolla", 64.90, 920
"Tomate", 736.21, 1053
"Caqui", 868.08, 92
"Banana", 63.63, 860
"Morron", 2959.28, 570
"Pomelo", 45.19, 945
"Ajo", 928.05, 100
"Choclo", 69.37, 255
"Lima", 1423.89, 206
"Kinoto", 32.41, 228
"Durazno", 254.44, 648
"Alcachofa", 145.83, 291
"Caqui", 812.53, 105
"Choclo", 65.75, 297
"Papa", 16.64, 1120
"Kiwi", 440.20, 368
"Lechuga", 40.94, 1008
"Kiwi", 437.82, 480
"Batata", 6.84, 900
"Durazno", 246.17, 856
"Batata", 26.22, 900
"Lechuga", 43.66, 738
"Mandarina", 17.35, 800
"Mandarina", 11.81, 850
"Frutilla", 288.50, 321
"Berenjena", 47.46, 714
"Lima", 1202.44, 238
"Naranja", 11.45, 990
"Palta", 507.18, 405
"Repollo", 5.87, 728
"Durazno", 126.58, 656
"Berenjena", 44.23, 666
"Coliflor", 30.78, 460
"Palta", 472.35, 420
"Repollo", 7.68, 819
"Mandarina", 21.02, 1010
"Durazno", 252.38, 888
"Durazno", 170.25, 776
"Frutilla", 296.64, 330
"Morron", 2931.34, 636
"Durazno", 269.71, 672
"Palta", 494.52, 600
"Zanahoria", 39.77, 606
"Frutilla", 301.57, 348
"Palta", 492.69, 580
"Banana", 46.75, 1030
"Cebolla", 52.66, 728
"Lima", 1172.58, 178
"Berenjena", 57.47, 720
"Cereza", 1065.72, 172
"Kinoto", 32.20, 188
"Higo", 2578.72, 91
"Repollo", 9.06, 840
"Naranja", 18.67, 960
"Pomelo", 45.02, 1026
"Limon", 303.44, 798
"Apio", 58.33, 333
"Caqui", 741.17, 115
"Sandia", 60.69, 801
"Palta", 506.21, 410
"Palta", 500.02, 560
"Zuccini", 70.42, 546
"Palta", 1166.65, 384
"Acelga", 14.41, 1080
"Acelga", 22.25, 972
"Apio", 58.91, 354
"Calabaza", 26.31, 680
"Pomelo", 48.48, 927
"Lima", 1044.41, 236
"TomCherry", 553.13, 210
"Lechuga", 48.79, 918
"Melon", 112.55, 436
"Alcachofa", 155.68, 243
